"","temperature","treatment","cage","survival","sex","Label_new","femur","thorax","tibia","wing"
"2206",24,"NP",4,6,"F","24_NP_4_6_F_109",0.64,1.021,0.653,1.816
"2207",24,"NP",4,6,"F","24_NP_4_6_F_110",0.597,0.868,0.557,1.603
"2208",24,"NP",4,6,"F","24_NP_4_6_F_111",0.62,0.937,0.607,1.598
"2209",24,"NP",4,6,"M","24_NP_4_6_M_3",0.59,0.846,0.592,1.466
"2210",24,"NP",4,6,"M","24_NP_4_6_M_5",0.619,0.864,0.577,1.52
"2211",24,"NP",4,6,"M","24_NP_4_6_M_7",0.587,0.838,0.576,1.548
"2212",24,"NP",4,6,"M","24_NP_4_6_M_9",0.569,0.782,0.549,1.413
"2213",24,"NP",4,6,"M","24_NP_4_6_M_10",0.591,0.826,0.584,1.489
"2214",24,"NP",4,6,"M","24_NP_4_6_M_11",0.587,0.858,0.561,1.491
"2215",24,"NP",4,6,"M","24_NP_4_6_M_15",0.597,0.767,0.594,1.475
"2216",24,"NP",4,6,"M","24_NP_4_6_M_22",0.575,0.819,0.563,1.493
"2217",24,"NP",4,6,"M","24_NP_4_6_M_23",0.637,0.89,0.618,1.536
"2218",24,"NP",4,6,"M","24_NP_4_6_M_24",0.633,0.88,0.605,1.568
"2219",24,"NP",4,6,"M","24_NP_4_6_M_26",0.611,0.856,0.571,1.486
"2220",24,"NP",4,6,"M","24_NP_4_6_M_27",0.648,0.828,0.626,1.565
"2221",24,"NP",4,6,"M","24_NP_4_6_M_29",0.643,0.828,0.602,1.556
"2222",24,"NP",4,6,"M","24_NP_4_6_M_30",0.623,0.868,0.598,1.572
"2223",24,"NP",4,6,"M","24_NP_4_6_M_33",0.593,0.814,0.568,1.503
"2224",24,"NP",4,6,"M","24_NP_4_6_M_34",0.612,0.822,0.585,1.494
"2225",24,"NP",4,6,"M","24_NP_4_6_M_35",0.562,0.834,0.566,1.427
"2226",24,"NP",4,6,"M","24_NP_4_6_M_36",0.613,0.834,0.559,1.517
"2227",24,"NP",4,6,"M","24_NP_4_6_M_37",0.63,0.876,0.63,1.594
"2228",24,"NP",4,6,"M","24_NP_4_6_M_38",0.549,0.764,0.529,1.408
"2229",24,"NP",4,6,"M","24_NP_4_6_M_39",0.535,0.738,0.553,1.377
"2230",24,"NP",4,6,"M","24_NP_4_6_M_41",0.558,0.776,0.567,1.44
"2231",24,"NP",4,6,"M","24_NP_4_6_M_43",0.574,0.83,0.589,1.527
"2232",24,"NP",4,6,"M","24_NP_4_6_M_44",0.625,0.917,0.621,1.47
"2233",24,"NP",4,6,"M","24_NP_4_6_M_45",0.57,0.818,0.569,1.492
"2234",24,"NP",4,6,"M","24_NP_4_6_M_49",0.616,0.855,0.625,1.579
"2235",24,"NP",4,6,"M","24_NP_4_6_M_52",0.553,0.83,0.564,1.417
"2236",24,"NP",4,6,"M","24_NP_4_6_M_54",0.561,0.808,0.565,1.387
"2237",24,"NP",4,6,"M","24_NP_4_6_M_56",0.609,0.833,0.593,1.492
"2238",24,"NP",4,6,"M","24_NP_4_6_M_60",0.587,0.829,0.588,1.493
"2239",24,"NP",4,6,"M","24_NP_4_6_M_61",0.634,0.906,0.616,1.536
"2240",24,"NP",4,6,"M","24_NP_4_6_M_62",0.618,0.768,0.614,1.501
"2241",24,"NP",4,6,"M","24_NP_4_6_M_63",0.633,0.875,0.631,1.558
"2242",24,"NP",4,6,"M","24_NP_4_6_M_65",0.549,0.775,0.525,1.342
"2243",24,"NP",4,6,"M","24_NP_4_6_M_66",0.568,0.792,0.564,1.415
"2244",24,"NP",4,6,"M","24_NP_4_6_M_67",0.578,0.836,0.576,1.494
"2245",24,"NP",4,6,"M","24_NP_4_6_M_68",0.616,0.902,0.626,1.591
"2246",24,"NP",4,6,"M","24_NP_4_6_M_69",0.583,0.835,0.585,NA
"2247",24,"NP",4,6,"M","24_NP_4_6_M_70",0.594,0.862,0.579,1.482
"2248",24,"NP",4,6,"M","24_NP_4_6_M_71",0.59,0.773,0.599,1.483
"2249",24,"NP",4,6,"M","24_NP_4_6_M_73",0.591,0.825,0.554,1.452
"2250",24,"NP",4,6,"M","24_NP_4_6_M_78",0.558,0.826,0.553,1.483
"2251",24,"NP",4,6,"M","24_NP_4_6_M_81",0.599,0.846,0.56,1.431
"2252",24,"NP",4,6,"M","24_NP_4_6_M_83",0.595,0.859,0.567,1.472
"2253",24,"NP",4,6,"M","24_NP_4_6_M_85",0.567,0.805,0.566,1.447
"2254",24,"NP",4,6,"M","24_NP_4_6_M_86",0.538,0.787,0.551,1.376
"2255",24,"NP",4,6,"M","24_NP_4_6_M_87",0.587,0.851,0.583,1.519
"2256",24,"NP",4,6,"M","24_NP_4_6_M_88",0.616,0.909,0.604,1.49
"2257",24,"NP",4,6,"M","24_NP_4_6_M_89",0.58,0.792,0.577,1.475
"2258",24,"NP",4,6,"M","24_NP_4_6_M_90",0.63,0.889,0.627,1.534
"2259",24,"NP",4,6,"M","24_NP_4_6_M_93",0.594,0.813,0.589,1.455
"2260",24,"NP",4,6,"M","24_NP_4_6_M_94",0.565,0.841,0.558,1.456
"2261",24,"NP",4,6,"M","24_NP_4_6_M_97",0.572,0.847,0.568,1.438
"2262",24,"NP",4,6,"M","24_NP_4_6_M_98",0.635,0.904,0.604,1.64
"2263",24,"NP",4,6,"M","24_NP_4_6_M_99",0.556,0.809,0.573,1.459
"2264",24,"NP",4,6,"M","24_NP_4_6_M_101",0.549,0.765,0.537,1.415
"2265",24,"NP",4,6,"M","24_NP_4_6_M_102",0.569,0.819,0.572,1.45
"2266",24,"NP",4,6,"M","24_NP_4_6_M_103",0.588,0.878,0.574,1.538
"2267",24,"NP",4,6,"M","24_NP_4_6_M_104",0.602,0.88,0.577,1.458
"2268",24,"NP",4,6,"M","24_NP_4_6_M_112",0.63,0.863,0.613,1.542
"2269",24,"P",1,1,"F","24_P_1_1_F_1",NA,0.828,NA,1.777
"2270",24,"P",1,1,"F","24_P_1_1_F_2",0.716,1.061,0.697,1.911
"2271",24,"P",1,1,"F","24_P_1_1_F_4",NA,1.035,NA,1.717
"2272",24,"P",1,1,"F","24_P_1_1_F_5",0.651,1.049,0.647,1.738
"2273",24,"P",1,1,"F","24_P_1_1_F_7",0.559,0.825,0.55,1.571
"2274",24,"P",1,1,"F","24_P_1_1_F_8",0.636,0.972,0.626,1.753
"2275",24,"P",1,1,"F","24_P_1_1_F_11",NA,1.04,NA,1.701
"2276",24,"P",1,1,"F","24_P_1_1_F_12",0.558,0.872,0.549,1.453
"2277",24,"P",1,1,"F","24_P_1_1_F_13",0.663,1.064,0.677,1.833
"2278",24,"P",1,1,"F","24_P_1_1_F_16",NA,1.037,NA,1.797
"2279",24,"P",1,1,"F","24_P_1_1_F_18",0.554,0.789,0.517,NA
"2280",24,"P",1,1,"F","24_P_1_1_F_21",NA,1.04,NA,1.869
"2281",24,"P",1,1,"F","24_P_1_1_F_23",NA,0.966,NA,NA
"2282",24,"P",1,1,"F","24_P_1_1_F_24",0.532,0.779,0.532,1.472
"2283",24,"P",1,1,"M","24_P_1_1_M_3",0.568,0.793,0.575,1.425
"2284",24,"P",1,1,"M","24_P_1_1_M_6",0.62,0.871,0.592,1.541
"2285",24,"P",1,1,"M","24_P_1_1_M_9",0.614,0.819,0.59,1.506
"2286",24,"P",1,1,"M","24_P_1_1_M_10",NA,0.804,NA,1.419
"2287",24,"P",1,1,"M","24_P_1_1_M_17",NA,0.937,NA,NA
"2288",24,"P",1,1,"M","24_P_1_1_M_19",0.596,0.837,0.587,1.532
"2289",24,"P",1,1,"M","24_P_1_1_M_20",NA,0.857,NA,1.574
"2290",24,"P",1,1,"M","24_P_1_1_M_22",NA,0.782,NA,NA
"2291",24,"P",1,1,"M","24_P_1_1_M_25",0.551,0.792,0.551,NA
"2292",24,"P",1,1,"M","24_P_1_1_M_27",NA,0.842,NA,NA
"2293",24,"P",1,2,"F","24_P_1_2_F_1",NA,NA,NA,1.738
"2294",24,"P",1,2,"F","24_P_1_2_F_3",0.679,1.078,0.659,1.794
"2295",24,"P",1,2,"F","24_P_1_2_F_5",0.679,1.009,0.662,NA
"2296",24,"P",1,2,"F","24_P_1_2_F_6",NA,1.024,NA,1.9
"2297",24,"P",1,2,"F","24_P_1_2_F_7",NA,0.896,NA,1.61
"2298",24,"P",1,2,"F","24_P_1_2_F_12",0.689,1.102,0.681,1.866
"2299",24,"P",1,2,"F","24_P_1_2_F_15",NA,1.083,NA,1.922
"2300",24,"P",1,2,"F","24_P_1_2_F_19",NA,0.931,NA,NA
"2301",24,"P",1,2,"M","24_P_1_2_M_2",0.549,0.805,0.527,1.443
"2302",24,"P",1,2,"M","24_P_1_2_M_4",0.564,0.793,0.538,NA
"2303",24,"P",1,2,"M","24_P_1_2_M_10",0.568,0.785,0.528,1.459
"2304",24,"P",1,2,"M","24_P_1_2_M_14",0.584,0.843,0.562,1.438
"2305",24,"P",1,2,"M","24_P_1_2_M_17",NA,0.874,NA,NA
"2306",24,"P",1,2,"M","24_P_1_2_M_18",0.572,0.845,0.602,1.555
"2307",24,"P",1,3,"F","24_P_1_3_F_2",NA,1.022,NA,NA
"2308",24,"P",1,3,"F","24_P_1_3_F_3",0.616,0.918,0.622,1.629
"2309",24,"P",1,3,"F","24_P_1_3_F_4",NA,NA,NA,1.397
"2310",24,"P",1,3,"F","24_P_1_3_F_5",NA,0.85,NA,1.498
"2311",24,"P",1,3,"F","24_P_1_3_F_6",NA,0.827,NA,1.426
"2312",24,"P",1,3,"F","24_P_1_3_F_7",0.624,0.963,0.624,1.709
"2313",24,"P",1,3,"F","24_P_1_3_F_8",0.616,0.964,0.59,1.717
"2314",24,"P",1,3,"F","24_P_1_3_F_9",0.671,1.025,0.667,1.809
"2315",24,"P",1,3,"F","24_P_1_3_F_11",0.66,1.054,0.616,1.731
"2316",24,"P",1,4,"M","24_P_1_4_M_1",NA,0.934,NA,1.41
"2317",24,"P",1,5,"F","24_P_1_5_F_3",0.648,1.007,0.652,1.787
"2318",24,"P",1,5,"M","24_P_1_5_M_1",0.543,0.708,0.491,1.252
"2319",24,"P",1,5,"M","24_P_1_5_M_2",0.467,0.646,0.475,NA
"2320",24,"P",1,5,"M","24_P_1_5_M_4",0.583,0.818,0.54,1.449
"2321",24,"P",1,5,"M","24_P_1_5_M_5",0.557,0.793,0.545,1.428
"2322",24,"P",1,6,"F","24_P_1_6_F_2",0.698,1.074,0.703,1.903
"2323",24,"P",1,6,"F","24_P_1_6_F_8",0.647,0.97,0.619,1.73
"2324",24,"P",1,6,"F","24_P_1_6_F_13",0.596,0.885,0.544,1.581
"2325",24,"P",1,6,"F","24_P_1_6_F_16",0.668,0.931,0.651,1.604
"2326",24,"P",1,6,"F","24_P_1_6_F_17",0.673,1.026,0.637,1.787
"2327",24,"P",1,6,"F","24_P_1_6_F_18",0.612,0.934,0.592,1.685
"2328",24,"P",1,6,"F","24_P_1_6_F_19",0.661,1.022,0.661,1.767
"2329",24,"P",1,6,"F","24_P_1_6_F_21",0.707,1.038,0.687,1.91
"2330",24,"P",1,6,"F","24_P_1_6_F_22",0.655,0.992,0.66,1.733
"2331",24,"P",1,6,"F","24_P_1_6_F_25",0.662,0.997,0.669,1.847
"2332",24,"P",1,6,"F","24_P_1_6_F_26",0.7,1.059,0.725,1.924
"2333",24,"P",1,6,"F","24_P_1_6_F_28",0.67,0.985,0.608,1.742
"2334",24,"P",1,6,"F","24_P_1_6_F_30",0.607,0.931,0.612,1.645
"2335",24,"P",1,6,"F","24_P_1_6_F_37",0.626,0.915,0.609,1.738
"2336",24,"P",1,6,"F","24_P_1_6_F_41",0.579,0.859,0.589,1.558
"2337",24,"P",1,6,"F","24_P_1_6_F_48",0.669,1.006,0.644,1.807
"2338",24,"P",1,6,"F","24_P_1_6_F_50",0.629,0.973,0.605,1.691
"2339",24,"P",1,6,"F","24_P_1_6_F_54",0.653,0.944,0.641,1.717
"2340",24,"P",1,6,"F","24_P_1_6_F_55",0.637,0.927,0.619,1.688
"2341",24,"P",1,6,"F","24_P_1_6_F_56",0.642,0.996,0.644,1.732
"2342",24,"P",1,6,"F","24_P_1_6_F_57",0.664,1.011,0.628,1.785
"2343",24,"P",1,6,"F","24_P_1_6_F_59",0.665,0.997,0.657,1.747
"2344",24,"P",1,6,"F","24_P_1_6_F_61",0.564,0.877,0.566,1.537
"2345",24,"P",1,6,"F","24_P_1_6_F_62",0.643,0.968,0.618,1.801
"2346",24,"P",1,6,"F","24_P_1_6_F_65",0.613,0.922,0.606,1.6
"2347",24,"P",1,6,"F","24_P_1_6_F_67",0.674,0.998,0.646,1.823
"2348",24,"P",1,6,"F","24_P_1_6_F_68",0.702,1.05,0.702,1.82
"2349",24,"P",1,6,"F","24_P_1_6_F_69",0.582,0.861,0.542,1.521
"2350",24,"P",1,6,"F","24_P_1_6_F_72",0.588,0.887,0.589,1.635
"2351",24,"P",1,6,"F","24_P_1_6_F_76",0.609,0.914,0.617,1.64
"2352",24,"P",1,6,"F","24_P_1_6_F_82",0.675,1.019,0.681,1.812
"2353",24,"P",1,6,"F","24_P_1_6_F_83",0.634,1.002,0.656,1.737
"2354",24,"P",1,6,"F","24_P_1_6_F_86",0.673,1.007,0.657,1.788
"2355",24,"P",1,6,"F","24_P_1_6_F_88",0.672,0.97,0.675,1.769
"2356",24,"P",1,6,"F","24_P_1_6_F_89",0.693,1.042,0.682,1.878
"2357",24,"P",1,6,"F","24_P_1_6_F_90",0.522,0.797,0.526,1.421
"2358",24,"P",1,6,"F","24_P_1_6_F_93",0.698,1.047,0.673,1.844
"2359",24,"P",1,6,"F","24_P_1_6_F_95",0.61,0.955,0.607,1.701
"2360",24,"P",1,6,"F","24_P_1_6_F_96",0.683,1.031,0.683,1.816
"2361",24,"P",1,6,"F","24_P_1_6_F_97",0.64,0.988,0.639,1.871
"2362",24,"P",1,6,"F","24_P_1_6_F_103",0.621,0.928,0.616,1.629
"2363",24,"P",1,6,"M","24_P_1_6_M_1",0.56,0.772,0.543,1.429
"2364",24,"P",1,6,"M","24_P_1_6_M_3",0.58,0.763,0.572,1.479
"2365",24,"P",1,6,"M","24_P_1_6_M_4",0.636,0.919,0.62,1.624
"2366",24,"P",1,6,"M","24_P_1_6_M_5",0.602,0.841,0.562,1.52
"2367",24,"P",1,6,"M","24_P_1_6_M_6",0.589,0.771,0.572,1.411
"2368",24,"P",1,6,"M","24_P_1_6_M_7",0.535,0.722,0.496,1.291
"2369",24,"P",1,6,"M","24_P_1_6_M_9",0.574,0.72,0.551,1.395
"2370",24,"P",1,6,"M","24_P_1_6_M_10",0.562,0.819,0.56,1.465
"2371",24,"P",1,6,"M","24_P_1_6_M_11",0.601,0.834,0.579,1.474
"2372",24,"P",1,6,"M","24_P_1_6_M_12",0.544,0.769,0.549,1.402
"2373",24,"P",1,6,"M","24_P_1_6_M_14",0.596,0.842,0.569,1.482
"2374",24,"P",1,6,"M","24_P_1_6_M_15",0.581,0.805,0.591,1.498
"2375",24,"P",1,6,"M","24_P_1_6_M_20",0.607,0.894,0.597,NA
"2376",24,"P",1,6,"M","24_P_1_6_M_23",0.565,0.779,0.547,1.432
"2377",24,"P",1,6,"M","24_P_1_6_M_24",0.522,0.745,0.488,1.365
"2378",24,"P",1,6,"M","24_P_1_6_M_27",0.537,0.77,0.527,1.382
"2379",24,"P",1,6,"M","24_P_1_6_M_29",0.596,0.806,0.587,1.428
"2380",24,"P",1,6,"M","24_P_1_6_M_31",0.671,0.962,0.673,1.734
"2381",24,"P",1,6,"M","24_P_1_6_M_32",0.553,0.799,0.538,1.428
"2382",24,"P",1,6,"M","24_P_1_6_M_33",0.609,0.839,0.566,1.486
"2383",24,"P",1,6,"M","24_P_1_6_M_34",0.592,0.833,0.588,1.457
"2384",24,"P",1,6,"M","24_P_1_6_M_35",0.58,0.838,0.553,1.479
"2385",24,"P",1,6,"M","24_P_1_6_M_36",0.633,0.86,0.614,1.567
"2386",24,"P",1,6,"M","24_P_1_6_M_38",0.525,0.719,0.501,1.341
"2387",24,"P",1,6,"M","24_P_1_6_M_39",0.468,0.672,0.46,1.156
"2388",24,"P",1,6,"M","24_P_1_6_M_40",0.572,0.842,0.54,1.478
"2389",24,"P",1,6,"M","24_P_1_6_M_42",0.575,0.824,0.56,1.461
"2390",24,"P",1,6,"M","24_P_1_6_M_43",0.569,0.784,0.567,1.447
"2391",24,"P",1,6,"M","24_P_1_6_M_44",0.543,0.743,0.552,1.394
"2392",24,"P",1,6,"M","24_P_1_6_M_45",0.596,0.812,0.588,1.47
"2393",24,"P",1,6,"M","24_P_1_6_M_46",0.63,0.864,0.612,1.608
"2394",24,"P",1,6,"M","24_P_1_6_M_47",0.587,0.815,0.568,1.495
"2395",24,"P",1,6,"M","24_P_1_6_M_49",0.592,0.833,0.564,1.482
"2396",24,"P",1,6,"M","24_P_1_6_M_51",0.583,0.803,0.539,1.517
"2397",24,"P",1,6,"M","24_P_1_6_M_52",0.555,0.83,0.549,1.441
"2398",24,"P",1,6,"M","24_P_1_6_M_53",0.607,0.836,0.562,1.499
"2399",24,"P",1,6,"M","24_P_1_6_M_58",0.646,0.93,0.649,1.618
"2400",24,"P",1,6,"M","24_P_1_6_M_60",0.575,0.822,0.567,1.46
"2401",24,"P",1,6,"M","24_P_1_6_M_63",0.561,0.752,0.501,1.402
"2402",24,"P",1,6,"M","24_P_1_6_M_64",0.591,0.861,0.577,1.5
"2403",24,"P",1,6,"M","24_P_1_6_M_66",0.633,0.809,0.632,1.584
"2404",24,"P",1,6,"M","24_P_1_6_M_70",0.497,0.702,0.492,1.25
"2405",24,"P",1,6,"M","24_P_1_6_M_71",0.501,0.717,0.5,1.333
"2406",24,"P",1,6,"M","24_P_1_6_M_73",0.523,0.735,0.526,1.336
"2407",24,"P",1,6,"M","24_P_1_6_M_74",0.564,0.765,0.559,1.401
"2408",24,"P",1,6,"M","24_P_1_6_M_75",0.588,0.814,0.586,1.539
"2409",24,"P",1,6,"M","24_P_1_6_M_77",0.534,0.769,0.511,1.339
"2410",24,"P",1,6,"M","24_P_1_6_M_78",0.532,0.742,0.533,1.387
"2411",24,"P",1,6,"M","24_P_1_6_M_79",0.526,0.776,0.527,1.403
"2412",24,"P",1,6,"M","24_P_1_6_M_80",0.525,0.711,0.527,1.411
"2413",24,"P",1,6,"M","24_P_1_6_M_81",0.57,0.742,0.552,1.383
"2414",24,"P",1,6,"M","24_P_1_6_M_84",0.618,0.822,0.625,1.497
"2415",24,"P",1,6,"M","24_P_1_6_M_85",0.601,0.851,0.574,1.512
"2416",24,"P",1,6,"M","24_P_1_6_M_87",0.562,0.746,0.554,1.431
"2417",24,"P",1,6,"M","24_P_1_6_M_91",0.607,0.859,0.608,1.486
"2418",24,"P",1,6,"M","24_P_1_6_M_92",0.627,0.873,0.622,1.544
"2419",24,"P",1,6,"M","24_P_1_6_M_94",0.575,0.81,0.564,1.467
"2420",24,"P",1,6,"M","24_P_1_6_M_98",0.57,0.784,0.549,1.407
"2421",24,"P",1,6,"M","24_P_1_6_M_99",0.486,0.702,0.473,1.251
"2422",24,"P",1,6,"M","24_P_1_6_M_100",0.575,0.805,0.553,1.488
"2423",24,"P",1,6,"M","24_P_1_6_M_101",0.559,0.777,0.562,1.45
"2424",24,"P",1,6,"M","24_P_1_6_M_102",0.58,0.821,0.598,1.537
"2425",24,"P",1,6,"M","24_P_1_6_M_104",0.551,0.763,0.545,1.442
"2426",24,"P",1,6,"M","24_P_1_6_M_105",0.588,0.806,0.59,1.507
"2427",24,"P",2,1,"F","24_P_2_1_F_1",0.673,NA,0.666,NA
"2428",24,"P",2,1,"F","24_P_2_1_F_3",0.607,0.843,0.577,1.665
"2429",24,"P",2,1,"F","24_P_2_1_F_6",0.614,0.98,0.597,1.753
"2430",24,"P",2,1,"F","24_P_2_1_F_8",NA,NA,NA,1.878
"2431",24,"P",2,1,"F","24_P_2_1_F_11",NA,0.929,NA,1.716
"2432",24,"P",2,1,"F","24_P_2_1_F_15",NA,0.902,NA,NA
"2433",24,"P",2,1,"F","24_P_2_1_F_16",0.559,0.798,0.573,1.47
"2434",24,"P",2,1,"F","24_P_2_1_F_21",NA,0.882,NA,NA
"2435",24,"P",2,1,"F","24_P_2_1_F_24",0.687,1.077,0.672,1.944
"2436",24,"P",2,1,"M","24_P_2_1_M_2",0.584,0.834,0.592,1.501
"2437",24,"P",2,1,"M","24_P_2_1_M_4",0.63,0.846,0.58,1.466
"2438",24,"P",2,1,"M","24_P_2_1_M_5",0.61,0.926,0.585,1.539
"2439",24,"P",2,1,"M","24_P_2_1_M_7",0.655,0.791,0.629,1.633
"2440",24,"P",2,1,"M","24_P_2_1_M_9",0.611,0.905,0.613,1.604
"2441",24,"P",2,1,"M","24_P_2_1_M_10",0.623,0.828,0.611,1.514
"2442",24,"P",2,1,"M","24_P_2_1_M_12",0.602,0.821,0.578,1.483
"2443",24,"P",2,1,"M","24_P_2_1_M_13",NA,0.848,NA,1.496
"2444",24,"P",2,1,"M","24_P_2_1_M_14",0.588,0.78,0.571,NA
"2445",24,"P",2,1,"M","24_P_2_1_M_17",NA,0.826,NA,NA
"2446",24,"P",2,1,"M","24_P_2_1_M_18",NA,0.922,NA,NA
"2447",24,"P",2,1,"M","24_P_2_1_M_19",NA,0.851,NA,NA
"2448",24,"P",2,1,"M","24_P_2_1_M_20",NA,0.844,NA,1.496
"2449",24,"P",2,1,"M","24_P_2_1_M_22",NA,0.827,NA,1.454
"2450",24,"P",2,1,"M","24_P_2_1_M_23",NA,0.83,NA,1.547
"2451",24,"P",2,2,"F","24_P_2_2_F_1",0.642,1.003,0.61,1.79
"2452",24,"P",2,2,"F","24_P_2_2_F_2",0.645,0.947,0.621,1.733
"2453",24,"P",2,2,"F","24_P_2_2_F_3",0.665,0.967,0.657,NA
"2454",24,"P",2,2,"F","24_P_2_2_F_4",0.692,0.999,0.623,1.784
"2455",24,"P",2,2,"F","24_P_2_2_F_5",0.649,0.984,0.665,1.803
"2456",24,"P",2,2,"F","24_P_2_2_F_8",0.652,1.001,0.642,1.742
"2457",24,"P",2,2,"F","24_P_2_2_F_9",0.593,0.882,0.589,1.596
"2458",24,"P",2,2,"F","24_P_2_2_F_10",NA,0.876,NA,NA
"2459",24,"P",2,2,"F","24_P_2_2_F_12",0.645,0.926,0.609,1.763
"2460",24,"P",2,2,"M","24_P_2_2_M_7",0.6,0.672,0.463,1.249
"2461",24,"P",2,2,"M","24_P_2_2_M_11",NA,0.776,NA,NA
"2462",24,"P",2,3,"F","24_P_2_3_F_1",NA,1.049,NA,NA
"2463",24,"P",2,3,"F","24_P_2_3_F_4",0.627,0.975,0.596,1.68
"2464",24,"P",2,3,"F","24_P_2_3_F_5",0.72,NA,0.654,1.674
"2465",24,"P",2,3,"F","24_P_2_3_F_6",0.632,0.935,0.636,1.675
"2466",24,"P",2,3,"F","24_P_2_3_F_8",0.609,0.907,0.589,1.647
"2467",24,"P",2,3,"F","24_P_2_3_F_9",0.581,0.95,0.588,1.729
"2468",24,"P",2,3,"F","24_P_2_3_F_10",0.568,0.897,0.568,1.619
"2469",24,"P",2,3,"F","24_P_2_3_F_11",0.684,0.925,0.595,1.639
"2470",24,"P",2,3,"F","24_P_2_3_F_12",0.67,1,0.634,1.746
"2471",24,"P",2,3,"M","24_P_2_3_M_2",0.582,0.862,0.576,NA
"2472",24,"P",2,3,"M","24_P_2_3_M_3",0.638,0.916,0.56,NA
"2473",24,"P",2,3,"M","24_P_2_3_M_7",0.547,0.753,0.525,1.366
"2474",24,"P",2,4,"F","24_P_2_4_F_3",0.64,0.978,0.62,1.674
"2475",24,"P",2,4,"F","24_P_2_4_F_4",NA,0.838,NA,1.587
"2476",24,"P",2,4,"F","24_P_2_4_F_5",0.619,0.871,0.615,1.67
"2477",24,"P",2,4,"F","24_P_2_4_F_6",0.608,0.92,0.582,1.633
"2478",24,"P",2,4,"F","24_P_2_4_F_7",NA,0.898,NA,NA
"2479",24,"P",2,4,"M","24_P_2_4_M_1",NA,0.85,NA,NA
"2480",24,"P",2,5,"F","24_P_2_5_F_1",0.691,1.06,0.686,1.839
"2481",24,"P",2,5,"F","24_P_2_5_F_6",0.619,0.952,0.614,1.715
"2482",24,"P",2,5,"M","24_P_2_5_M_2",0.614,0.819,0.61,1.576
"2483",24,"P",2,5,"M","24_P_2_5_M_4",0.577,0.875,0.59,1.506
"2484",24,"P",2,5,"M","24_P_2_5_M_5",0.624,0.81,0.596,1.531
"2485",24,"P",2,6,"F","24_P_2_6_F_1",0.709,1.135,0.716,2.016
"2486",24,"P",2,6,"F","24_P_2_6_F_4",0.567,0.895,0.576,1.566
"2487",24,"P",2,6,"F","24_P_2_6_F_8",0.551,0.852,0.534,1.554
"2488",24,"P",2,6,"F","24_P_2_6_F_9",0.667,1.088,0.725,1.869
"2489",24,"P",2,6,"F","24_P_2_6_F_15",0.659,1.019,0.652,1.769
"2490",24,"P",2,6,"F","24_P_2_6_F_16",0.564,0.839,0.587,1.766
"2491",24,"P",2,6,"F","24_P_2_6_F_17",0.614,0.922,0.636,1.712
"2492",24,"P",2,6,"F","24_P_2_6_F_22",0.69,1.064,0.698,1.899
"2493",24,"P",2,6,"F","24_P_2_6_F_23",0.631,NA,0.724,1.825
"2494",24,"P",2,6,"F","24_P_2_6_F_24",0.609,0.915,0.611,1.693
"2495",24,"P",2,6,"F","24_P_2_6_F_26",0.645,NA,0.637,1.794
"2496",24,"P",2,6,"F","24_P_2_6_F_28",0.645,1.041,0.681,1.845
"2497",24,"P",2,6,"F","24_P_2_6_F_30",0.601,0.891,0.548,1.633
"2498",24,"P",2,6,"F","24_P_2_6_F_31",0.598,0.868,0.595,1.547
"2499",24,"P",2,6,"F","24_P_2_6_F_33",0.601,0.886,0.607,NA
"2500",24,"P",2,6,"F","24_P_2_6_F_34",0.671,1.018,0.625,1.855
"2501",24,"P",2,6,"F","24_P_2_6_F_38",0.626,0.982,0.634,1.72
"2502",24,"P",2,6,"F","24_P_2_6_F_39",0.64,0.965,0.623,1.731
"2503",24,"P",2,6,"F","24_P_2_6_F_41",0.609,0.969,0.613,1.729
"2504",24,"P",2,6,"F","24_P_2_6_F_44",0.677,1.018,0.679,1.847
"2505",24,"P",2,6,"F","24_P_2_6_F_45",0.619,0.949,0.625,1.722
"2506",24,"P",2,6,"F","24_P_2_6_F_47",0.678,1.116,0.699,1.867
"2507",24,"P",2,6,"F","24_P_2_6_F_48",0.579,0.886,0.577,1.511
"2508",24,"P",2,6,"F","24_P_2_6_F_49",0.662,1.049,0.669,1.842
"2509",24,"P",2,6,"F","24_P_2_6_F_51",0.6,0.931,0.572,1.701
"2510",24,"P",2,6,"F","24_P_2_6_F_52",0.634,0.979,0.62,1.723
"2511",24,"P",2,6,"F","24_P_2_6_F_53",0.715,1.067,0.711,1.905
"2512",24,"P",2,6,"F","24_P_2_6_F_59",0.66,0.993,0.649,1.736
"2513",24,"P",2,6,"F","24_P_2_6_F_60",0.616,0.952,0.623,1.732
"2514",24,"P",2,6,"F","24_P_2_6_F_61",0.716,1.063,0.716,NA
"2515",24,"P",2,6,"F","24_P_2_6_F_64",0.628,0.874,0.635,1.716
"2516",24,"P",2,6,"F","24_P_2_6_F_73",0.63,0.998,0.648,1.727
"2517",24,"P",2,6,"F","24_P_2_6_F_74",0.62,0.966,0.634,1.732
"2518",24,"P",2,6,"F","24_P_2_6_F_76",0.677,1.039,0.672,1.84
"2519",24,"P",2,6,"F","24_P_2_6_F_77",0.628,0.938,0.65,1.772
"2520",24,"P",2,6,"F","24_P_2_6_F_79",0.649,1.019,0.665,1.795
"2521",24,"P",2,6,"F","24_P_2_6_F_82",0.612,0.952,0.597,1.698
"2522",24,"P",2,6,"F","24_P_2_6_F_86",0.614,0.94,0.597,1.729
